Source;Target;Combined;Inserts;Deletes
konservatorie;konservatoriers;konservatorieINS(rs);INS(rs);
urin;urinen;uriINS(n)INS(e)n;INS(n),INS(e);
høstak;høstak;høstak;;
smykke;smykket;smykkeINS(t);INS(t);
hjerte;hjertet;hjerteINS(t);INS(t);
danse;danser;danseINS(r);INS(r);
hornhinde;hornhinde;hornhinde;;
skurk;skurkes;skurkINS(es);INS(es);
breche;brecher;brecheINS(r);INS(r);
elg;elge;elgINS(e);INS(e);
pikkemand;pikkemands;pikkemandINS(s);INS(s);
cellemembran;cellemembraner;cellemembranINS(er);INS(er);
sinecure;sinecurer;sinecureINS(r);INS(r);
datid;datider;datidINS(er);INS(er);
kalkulere;kalkulere;kalkulere;;
bøjning;bøjningerne;bøjningINS(erne);INS(erne);
skoletaske;skoletaske;skoletaske;;
piberenser;piberensers;piberenserINS(s);INS(s);
beton;betoners;betonINS(ers);INS(ers);
hjørne;hjørner;hjørneINS(r);INS(r);
babyble;babybleer;babybleINS(er);INS(er);
mellemniveau;mellemniveauer;mellemniveauINS(er);INS(er);
ægtefælle;ægtefællerne;ægtefællINS(ern)e;INS(ern);
pomme frite;pommes fritene;pommeINS(s) fritINS(en)e;INS(s),INS(en);
kandestøber;kandestøbere;kandestøberINS(e);INS(e);
landskab;landskabet;landskabINS(et);INS(et);
hængebro;hængebroerne;hængebroINS(erne);INS(erne);
sæbe;sæbers;sæbeINS(rs);INS(rs);
telegrafist;telegrafisten;telegrafistINS(en);INS(en);
paranød;paranødden;paranødINS(d)INS(en);INS(d),INS(en);
mayonnaise;mayonnaise;mayonnaise;;
standard;standarders;standardINS(ers);INS(ers);
terning;terninger;terningINS(er);INS(er);
rokade;rokade;rokade;;
korrigere;korriger;korrigerDEL(e);;DEL(e)
kjove;kjoverne;kjovINS(ern)e;INS(ern);
hall;halls;hallINS(s);INS(s);
legetøj;legetøjs;legetøjINS(s);INS(s);
bygning;bygningen;bygningINS(en);INS(en);
afkom;afkommet;afkomINS(m)INS(et);INS(m),INS(et);
telegraf;telegrafer;telegrafINS(er);INS(er);
udvikler;udviklers;udviklerINS(s);INS(s);
glas;glas';glasINS(');INS(');
glente;glentes;glenteINS(s);INS(s);
od;odden;odINS(d)INS(en);INS(d),INS(en);
dørklokke;dørklokke;dørklokke;;
idiotsikre;idiotsikre;idiotsikre;;
tibetaner;tibetaners;tibetanerINS(s);INS(s);
småkage;småkages;småkageINS(s);INS(s);
nat;nats;natINS(s);INS(s);
metropolit;metropolitter;metropolitINS(t)INS(er);INS(t),INS(er);
savne;savn;savnDEL(e);;DEL(e)
barrikade;barrikaden;barrikadeINS(n);INS(n);
delegat;delegaten;delegatINS(en);INS(en);
ordklasse;ordklasserne;ordklassINS(ern)e;INS(ern);
tavle;tavles;tavleINS(s);INS(s);
landmand;landmanden;landmandINS(en);INS(en);
altæder;altæder;altæder;;
fødsel;fødslerne;fødsINS(l)INS(ern)eDEL(l);INS(l),INS(ern);DEL(l)
palmeolie;palmeolie;palmeolie;;
rollemodel;rollemodeller;rollemodelINS(l)INS(e)INS(r);INS(l),INS(e),INS(r);
mellemistid;mellemistiders;mellemistidINS(ers);INS(ers);
varan;varan;varan;;
førdatid;førdatiders;førdatidINS(ers);INS(ers);
spark;sparkene;sparkINS(ene);INS(ene);
ispind;ispindene;ispindINS(ene);INS(ene);
quarterback;quarterbackerne;quarterbackINS(erne);INS(erne);
sædcelle;sædcellers;sædcelleINS(rs);INS(rs);
skilling;skillinger;skillingINS(er);INS(er);
amager;amagere;amagerINS(e);INS(e);
spindelvæv;spindelvæv;spindelvæv;;
palads;paladser;paladsINS(er);INS(er);
mundharpe;mundharpes;mundharpeINS(s);INS(s);
cigaretskod;cigaretskoddet;cigaretskodINS(d)INS(et);INS(d),INS(et);
navle;navlen;navleINS(n);INS(n);
verballed;verballeds;verballedINS(s);INS(s);
kokkepige;kokkepigers;kokkepigeINS(rs);INS(rs);
montere;monteredes;montereINS(d)INS(es);INS(d),INS(es);
mængdedifferens;mængdedifferensers;mængdedifferenINS(s)INS(er)s;INS(s),INS(er);
loddekolbe;loddekolbes;loddekolbeINS(s);INS(s);
deducere;deducerer;deducereINS(r);INS(r);
gardin;gardiner;gardinINS(er);INS(er);
ABC;ABC'erne;ABCINS(')INS(e)INS(r)INS(n)INS(e);INS('),INS(e),INS(r),INS(n),INS(e);
kontor;kontors;kontorINS(s);INS(s);
udbud;udbuds;udbudINS(s);INS(s);
dadel;dadels;dadelINS(s);INS(s);
kloakdyr;kloakdyrene;kloakdyrINS(ene);INS(ene);
atomkerne;atomkernes;atomkerneINS(s);INS(s);
svale;svale;svale;;
bov;bovs;bovINS(s);INS(s);
ekstranet;ekstranets;ekstranetINS(s);INS(s);
apanage;apanagerne;apanagINS(ern)e;INS(ern);
tagetes;tagetes;tagetes;;
dekoration;dekorations;dekorationINS(s);INS(s);
årsag;årsagen;årsagINS(en);INS(en);
skidt;skidts;skidtINS(s);INS(s);
dyste;dystede;dystINS(e)INS(d)e;INS(e),INS(d);
controller;controlleres;controllerINS(es);INS(es);
oase;oase;oase;;
handikaptoilet;handikaptoilet;handikaptoilet;;
antistof;antistoffer;antistofINS(f)INS(e)INS(r);INS(f),INS(e),INS(r);
eksamen;eksamens;eksamenINS(s);INS(s);
eventyrer;eventyrers;eventyrerINS(s);INS(s);
indtaste;indtast;indtastDEL(e);;DEL(e)
biskop;biskopperne;biskopINS(p)INS(e)INS(r)INS(n)INS(e);INS(p),INS(e),INS(r),INS(n),INS(e);
monark;monarkers;monarkINS(ers);INS(ers);
skizofreni;skizofreniers;skizofreniINS(ers);INS(ers);
væg;vægge;vægINS(g)INS(e);INS(g),INS(e);
kasserolle;kasserolle;kasserolle;;
paryk;parykkers;parykINS(k)INS(e)INS(r)INS(s);INS(k),INS(e),INS(r),INS(s);
kendeord;kendeords;kendeordINS(s);INS(s);
brudepige;brudepiges;brudepigeINS(s);INS(s);
zucchini;zucchinier;zucchiniINS(er);INS(er);
addere;adderedes;addereINS(d)INS(es);INS(d),INS(es);
blåskimmelost;blåskimmelostes;blåskimmelostINS(es);INS(es);
tortere;tortere;tortere;;
arbejdsdag;arbejdsdages;arbejdsdagINS(es);INS(es);
gennemsnit;gennemsnittene;gennemsnitINS(t)INS(e)INS(n)INS(e);INS(t),INS(e),INS(n),INS(e);
e-mail;e-mails;e-mailINS(s);INS(s);
æbleskive;æbleskiver;æbleskiveINS(r);INS(r);
autokrati;autokratiet;autokratiINS(et);INS(et);
spurt;spurts;spurtINS(s);INS(s);
kulturchok;kulturchokket;kulturchokINS(k)INS(e)INS(t);INS(k),INS(e),INS(t);
punkt;punkters;punktINS(ers);INS(ers);
mønster;mønster;mønster;;
adamsæble;adamsæble;adamsæble;;
enke;enkes;enkeINS(s);INS(s);
vaccine;vacciners;vaccineINS(rs);INS(rs);
transformer;transformeres;transformerINS(es);INS(es);
småkage;småkage;småkage;;
pæderast;pæderasterne;pæderastINS(erne);INS(erne);
sofa;sofaers;sofaINS(ers);INS(ers);
skuldertræk;skuldertræk;skuldertræk;;
kok;koks;kokINS(s);INS(s);
bageri;bagerier;bageriINS(er);INS(er);
rapportering;rapporteringer;rapporteringINS(er);INS(er);
midnat;midnatten;midnatINS(t)INS(en);INS(t),INS(en);
muldvarp;muldvarpes;muldvarpINS(es);INS(es);
justere;justeres;justereINS(s);INS(s);
våbenhvile;våbenhviler;våbenhvileINS(r);INS(r);
redoxreaktion;redoxreaktions;redoxreaktionINS(s);INS(s);
sudaner;sudaner;sudaner;;
navneord;navneords;navneordINS(s);INS(s);
nævn;nævns;nævnINS(s);INS(s);
kunstgalleri;kunstgalleris;kunstgalleriINS(s);INS(s);
roma;romaer;romaINS(er);INS(er);
grundlag;grundlaget;grundlagINS(et);INS(et);
intelligenskvotient;intelligenskvotients;intelligenskvotientINS(s);INS(s);
håndtaske;håndtaskers;håndtaskeINS(rs);INS(rs);
hængelås;hængelåsene;hængelåsINS(ene);INS(ene);
fobi;fobis;fobiINS(s);INS(s);
materiale;materialerne;materialINS(ern)e;INS(ern);
skohorn;skohorns;skohornINS(s);INS(s);
sojaolie;sojaolier;sojaolieINS(r);INS(r);
pantebrev;pantebrevet;pantebrevINS(et);INS(et);
buffer;bufferene;bufferINS(ene);INS(ene);
afgrøde;afgrøder;afgrødeINS(r);INS(r);
oprindelse;oprindelsen;oprindelseINS(n);INS(n);
paddel;padler;padDEL(d)DEL(e)lINS(er);INS(er);DEL(d),DEL(e)
ektoplasma;ektoplasmas;ektoplasmaINS(s);INS(s);
partner;partnere;partnerINS(e);INS(e);
rosmarin;rosmarinerne;rosmarinINS(erne);INS(erne);
topografi;topografierne;topografiINS(erne);INS(erne);
monsun;monsuners;monsunINS(ers);INS(ers);
bibel;biblenbibelen;INS(b)INS(i)INS(b)INS(l)INS(e)INS(n)bibelINS(en);INS(b),INS(i),INS(b),INS(l),INS(e),INS(n),INS(en);
hoppe;hopper;hoppeINS(r);INS(r);
halvmåne;halvmånes;halvmåneINS(s);INS(s);
resurse;resursers;resurseINS(rs);INS(rs);
topolog;topolog;topolog;;
spilfigur;spilfigurer;spilfiguINS(r)INS(e)r;INS(r),INS(e);
koben;kobenet;kobenINS(et);INS(et);
kronprinsesse;kronprinsesserne;kronprinsessINS(ern)e;INS(ern);
hovedpine;hovedpinerne;hovedpiINS(n)INS(er)ne;INS(n),INS(er);
julelys;julelys;julelys;;
præposition;præposition;præposition;;
zucchini;zucchinis;zucchiniINS(s);INS(s);
franskmand;franskmænds;franskmDEL(a)INS(æ)ndINS(s);INS(æ),INS(s);DEL(a)
frænde;frændes;frændeINS(s);INS(s);
evighed;evighederne;evighedINS(erne);INS(erne);
terminologi;terminologi;terminologi;;
mængde;mængden;mængdeINS(n);INS(n);
agnostiker;agnostikere;agnostikerINS(e);INS(e);
parabolantenne;parabolantennen;parabolantenneINS(n);INS(n);
kaskelothval;kaskelothvaler;kaskelothvalINS(er);INS(er);
tyver;tyveren;tyverINS(en);INS(en);
boheme;bohemers;bohemeINS(rs);INS(rs);
elg;elgene;elgINS(ene);INS(ene);
datere;daterer;datereINS(r);INS(r);
password;passwords;passwordINS(s);INS(s);
grin;grins;grinINS(s);INS(s);
skrin;skrin;skrin;;
måge;måge;måge;;
vom;voms;vomINS(s);INS(s);
mikrobølge;mikrobølger;mikrobølgeINS(r);INS(r);
hollænder;hollænderne;hollænderINS(n)INS(e);INS(n),INS(e);
gasturbine;gasturbinerne;gasturbiINS(n)INS(er)ne;INS(n),INS(er);
hundesnor;hundesnoren;hundesnorINS(en);INS(en);
differentialkvotient;differentialkvotienter;differentialkvotientINS(er);INS(er);
organisme;organismers;organismeINS(rs);INS(rs);
metamorfose;metamorfoses;metamorfoseINS(s);INS(s);
musikartikel;musikartikel;musikartikel;;
mund;munde;mundINS(e);INS(e);
palindrom;palindromerne;palindromINS(erne);INS(erne);
ballet;ballets;balletINS(s);INS(s);
harmonika;harmonikaerne;harmonikaINS(erne);INS(erne);
brillant;brillant;brillant;;
foster;foster;foster;;
agronom;agronomen;agronomINS(en);INS(en);
fjord;fjord;fjord;;
elegi;elegien;elegiINS(en);INS(en);
hovedpine;hovedpiner;hovedpineINS(r);INS(r);
selskab;selskabers;selskabINS(ers);INS(ers);
påske;påske;påske;;
sædvane;sædvaners;sædvaneINS(rs);INS(rs);
ejer;ejers;ejerINS(s);INS(s);
mindretalsregering;mindretalsregeringers;mindretalsregeringINS(ers);INS(ers);
malke;malker;malkeINS(r);INS(r);
tilnavn;tilnavnene;tilnavnINS(ene);INS(ene);
slange;slangerne;slangINS(ern)e;INS(ern);
numse;numse;numse;;
bilvask;bilvaske;bilvaskINS(e);INS(e);
trone;trone;trone;;
lampeskærm;lampeskærme;lampeskærmINS(e);INS(e);
elevator;elevatorers;elevatorINS(ers);INS(ers);
guldbrakteat;guldbrakteater;guldbrakteatINS(er);INS(er);
oplysning;oplysningerne;oplysningINS(erne);INS(erne);
pentagram;pentagrammers;pentagramINS(m)INS(ers);INS(m),INS(ers);
hormon;hormoner;hormonINS(er);INS(er);
substantiv;substantivet;substantivINS(et);INS(et);
lommetyv;lommetyves;lommetyvINS(es);INS(es);
platformspil;platformspillet;platformspilINS(l)INS(e)INS(t);INS(l),INS(e),INS(t);
dekret;dekreterne;dekretINS(erne);INS(erne);
akronym;akronymet;akronymINS(et);INS(et);
albumin;albuminet;albuminINS(et);INS(et);
epitet;epiteterne;epitetINS(erne);INS(erne);
udgang;udgangs;udgangINS(s);INS(s);
Wikipediabrugerside;Wikipediabrugersider;WikipediabrugersideINS(r);INS(r);
barbering;barberinger;barberingINS(er);INS(er);
urinsekt;urinsekter;urinsektINS(er);INS(er);
nyre;nyrers;nyreINS(rs);INS(rs);
strubehoved;strubehovedet;strubehovedINS(et);INS(et);
rhesusabe;rhesusabers;rhesusabeINS(rs);INS(rs);
mandel;mandlerne;mandINS(l)INS(ern)eDEL(l);INS(l),INS(ern);DEL(l)
sprog;sproget;sprogINS(et);INS(et);
pengepung;pengepungen;pengepungINS(en);INS(en);
gestus;gestussene;gestusINS(s)INS(e)INS(n)INS(e);INS(s),INS(e),INS(n),INS(e);
hyppighed;hyppigheden;hyppighedINS(en);INS(en);
intelligens;intelligenserne;intelligensINS(erne);INS(erne);
imitere;imiteres;imitereINS(s);INS(s);
computerspilkarakter;computerspilkarakters;computerspilkarakterINS(s);INS(s);
ophavsgruppe;ophavsgruppers;ophavsgruppeINS(rs);INS(rs);
purere;pureres;purereINS(s);INS(s);
dokument;dokumenters;dokumentINS(ers);INS(ers);
mangel;mangels;mangelINS(s);INS(s);
karaffel;karafler;karafDEL(f)DEL(e)lINS(er);INS(er);DEL(f),DEL(e)
diplom;diplomerne;diplomINS(erne);INS(erne);
agnostiker;agnostikerne;agnostikerINS(n)INS(e);INS(n),INS(e);
syllogisme;syllogismer;syllogismeINS(r);INS(r);
filosof;filosof;filosof;;
biord;biords;biordINS(s);INS(s);
ildsjæl;ildsjæls;ildsjælINS(s);INS(s);
måneformørkelse;måneformørkelsen;måneformørkelseINS(n);INS(n);
carnivor;carnivorer;carnivoINS(r)INS(e)r;INS(r),INS(e);
huskat;huskatten;huskatINS(t)INS(en);INS(t),INS(en);
returnere;returnerer;returnereINS(r);INS(r);
starut;starutter;starutINS(t)INS(er);INS(t),INS(er);
elskerinde;elskerinden;elskerindeINS(n);INS(n);
time;timer;timeINS(r);INS(r);
trækbasun;trækbasunerne;trækbasunINS(erne);INS(erne);
ressource;ressource;ressource;;
kjole;kjolen;kjoleINS(n);INS(n);
herbivor;herbivorerne;herbivorINS(erne);INS(erne);
valravn;valravne;valravnINS(e);INS(e);
portemonnæ;portemonnæer;portemonnæINS(er);INS(er);
englænderinde;englænderinderne;englænderindINS(ern)e;INS(ern);
hår;hårs;hårINS(s);INS(s);
gratismagasin;gratismagasiner;gratismagasinINS(er);INS(er);
frænde;frænden;frændeINS(n);INS(n);
maddike;maddiken;maddikeINS(n);INS(n);
nørd;nørderne;nørdINS(erne);INS(erne);
laps;laps;laps;;
stamme;stammers;stammeINS(rs);INS(rs);
pizza;pizzaen;pizzaINS(en);INS(en);
hvalp;hvalpes;hvalpINS(es);INS(es);
akkord;akkorder;akkordINS(er);INS(er);
sprække;sprækkers;sprækkeINS(rs);INS(rs);
sneugle;sneugle;sneugle;;
ønskedrøm;ønskedrøms;ønskedrømINS(s);INS(s);
riste;rister;risteINS(r);INS(r);
flankere;flankeredes;flankereINS(d)INS(es);INS(d),INS(es);
spisebord;spisebordene;spisebordINS(ene);INS(ene);
rævegrav;rævegraves;rævegravINS(es);INS(es);
knar;knarer;knaINS(r)INS(e)r;INS(r),INS(e);
mangel;mangel;mangel;;
fiske;fisk;fiskDEL(e);;DEL(e)
kæle;kælede;kælINS(e)INS(d)e;INS(e),INS(d);
berømmelse;berømmelsen;berømmelseINS(n);INS(n);
østers;østersen;østersINS(en);INS(en);
erobre;erobrende;erobrINS(en)INS(d)e;INS(en),INS(d);
dehydrere;dehydrer;dehydrerDEL(e);;DEL(e)
sæbe;sæberne;sæbINS(ern)e;INS(ern);
musikkonservatorie;musikkonservatorie;musikkonservatorie;;
egetræ;egetræet;egetræINS(et);INS(et);
hjertestop;hjertestoppene;hjertestopINS(p)INS(e)INS(n)INS(e);INS(p),INS(e),INS(n),INS(e);
ukrainer;ukrainer;ukrainer;;
pistol;pistoler;pistolINS(er);INS(er);
askebæger;askebægere;askebægerINS(e);INS(e);
ændringsforslag;ændringsforslags;ændringsforslagINS(s);INS(s);
klimaændring;klimaændringers;klimaændringINS(ers);INS(ers);
advarsel;advarslers;advarsDEL(e)lINS(ers);INS(ers);DEL(e)
ork;orker;orkINS(er);INS(er);
galoche;galoche;galoche;;
månefase;månefases;månefaseINS(s);INS(s);
tekniker;tekniker;tekniker;;
hade;hadende;haINS(d)INS(en)de;INS(d),INS(en);
telefonboks;telefonboks;telefonboks;;
vinge;vingen;vingeINS(n);INS(n);
albino;albinoerne;albinoINS(erne);INS(erne);
køkkenvask;køkkenvaskene;køkkenvaskINS(ene);INS(ene);
modersmål;modersmål;modersmål;;
pistol;pistolerne;pistolINS(erne);INS(erne);
kaffekande;kaffekande;kaffekande;;
begyndelse;begyndelsers;begyndelseINS(rs);INS(rs);
bajer;bajers;bajerINS(s);INS(s);
fornemmelse;fornemmelsen;fornemmelseINS(n);INS(n);
ragout;ragouter;ragoutINS(er);INS(er);
asteroide;asteroides;asteroideINS(s);INS(s);
kuller;kullers;kullerINS(s);INS(s);
krokodilletåre;krokodilletåres;krokodilletåreINS(s);INS(s);
udrensning;udrensnings;udrensningINS(s);INS(s);
terzet;terzetten;terzetINS(t)INS(en);INS(t),INS(en);
parallelogram;parallelogrammerne;parallelogramINS(m)INS(e)INS(r)INS(n)INS(e);INS(m),INS(e),INS(r),INS(n),INS(e);
datolinje;datolinje;datolinje;;
satse;satser;satseINS(r);INS(r);
påmindelse;påmindelse;påmindelse;;
negl;neglene;neglINS(ene);INS(ene);
brag;bragene;bragINS(ene);INS(ene);
golfbane;golfbaners;golfbaneINS(rs);INS(rs);
fork;forks;forkINS(s);INS(s);
provins;provinsers;provinINS(s)INS(er)s;INS(s),INS(er);
afsnit;afsnits;afsnitINS(s);INS(s);
lad;lads;ladINS(s);INS(s);
salut;salut;salut;;
efterår;efterårene;efterårINS(ene);INS(ene);
orgasme;orgasmer;orgasmeINS(r);INS(r);
sejle;sejler;sejleINS(r);INS(r);
gravsten;gravstens;gravstenINS(s);INS(s);
e-mail-adresse;e-mail-adresses;e-mail-adresseINS(s);INS(s);
styr;styrs;styrINS(s);INS(s);
trækharmonika;trækharmonikaen;trækharmonikaINS(en);INS(en);
metal;metals;metalINS(s);INS(s);
pip;pips;pipINS(s);INS(s);
quinde;quinder;quindeINS(r);INS(r);
tidsrejse;tidsrejsen;tidsrejseINS(n);INS(n);
sålbænk;sålbænk;sålbænk;;
skæbne;skæbnes;skæbneINS(s);INS(s);
vandringsmand;vandringsmændene;vandringsmDEL(a)INS(æ)ndINS(ene);INS(æ),INS(ene);DEL(a)
næse;næsers;næseINS(rs);INS(rs);
flynder;flynders;flynderINS(s);INS(s);
legeplads;legeplads;legeplads;;
laks;laks';laksINS(');INS(');
bibel;biblerne;bibINS(l)INS(ern)eDEL(l);INS(l),INS(ern);DEL(l)
sejr;sejrs;sejrINS(s);INS(s);
belaste;belastende;belastINS(en)INS(d)e;INS(en),INS(d);
vegetar;vegetarers;vegetarINS(ers);INS(ers);
riffel;rifler;rifDEL(f)DEL(e)lINS(er);INS(er);DEL(f),DEL(e)
rygte;rygters;rygteINS(rs);INS(rs);
opmærksomhed;opmærksomheden;opmærksomhedINS(en);INS(en);
gudshus;gudshus;gudshus;;
sejl;sejl;sejl;;
pentagon;pentagoner;pentagonINS(er);INS(er);
fængsle;fængslet;fængsleINS(t);INS(t);
trin;trins;trinINS(s);INS(s);
bordeaux;bordeauxer;bordeauxINS(er);INS(er);
kalksten;kalkstenen;kalkstINS(en)en;INS(en);
motorcykel;motorcykler;motorcykDEL(e)lINS(er);INS(er);DEL(e)
emotikon;emotikonet;emotikonINS(et);INS(et);
imitere;imiterende;imiterINS(en)INS(d)e;INS(en),INS(d);
dyne;dynes;dyneINS(s);INS(s);
topografi;topografis;topografiINS(s);INS(s);
insekt;insekts;insektINS(s);INS(s);
vabel;vabler;vabDEL(e)lINS(er);INS(er);DEL(e)
kælenavn;kælenavnet;kælenavnINS(et);INS(et);
musikvideo;musikvideos;musikvideoINS(s);INS(s);
accent;accenterne;accentINS(erne);INS(erne);
torturere;tortureres;torturereINS(s);INS(s);
sikring;sikring;sikring;;
quiz;quizzer;quizINS(z)INS(e)INS(r);INS(z),INS(e),INS(r);
tidszone;tidszones;tidszoneINS(s);INS(s);
søjle;søjlers;søjleINS(rs);INS(rs);
mængde;mængderne;mængdINS(ern)e;INS(ern);
bombe;bombers;bombeINS(rs);INS(rs);
præst;præsten;præstINS(en);INS(en);
kører;kører;kører;;
cigaretrør;cigaretrøret;cigaretrørINS(et);INS(et);
entré;entré;entré;;
stank;stankene;stankINS(ene);INS(ene);
tørretumbler;tørretumblers;tørretumblerINS(s);INS(s);
gælle;gælles;gælleINS(s);INS(s);
ytring;ytrings;ytringINS(s);INS(s);
antal;antallene;antalINS(l)INS(e)INS(n)INS(e);INS(l),INS(e),INS(n),INS(e);
kolesterol;kolesterolen;kolesterolINS(en);INS(en);
klassifikation;klassifikationer;klassifikationINS(er);INS(er);
afgrøde;afgrødes;afgrødeINS(s);INS(s);
remoulade;remoulader;remouladeINS(r);INS(r);
skøjte;skøjtes;skøjteINS(s);INS(s);
pædagogik;pædagogikken;pædagogikINS(k)INS(e)INS(n);INS(k),INS(e),INS(n);
rokade;rokaders;rokadeINS(rs);INS(rs);
tidspunkt;tidspunkts;tidspunktINS(s);INS(s);
brusk;bruskes;bruskINS(es);INS(es);
budskab;budskab;budskab;;
makron;makroners;makronINS(ers);INS(ers);
quarterback;quarterbacken;quarterbackINS(en);INS(en);
bajer;bajer;bajer;;
akvarel;akvarellerne;akvarelINS(l)INS(e)INS(r)INS(n)INS(e);INS(l),INS(e),INS(r),INS(n),INS(e);
amatør;amatørerne;amatørINS(erne);INS(erne);
kønsord;kønsord;kønsord;;
bordeaux;bordeauxen;bordeauxINS(en);INS(en);
syrer;syrere;syrerINS(e);INS(e);
fatamorgana;fatamorganaet;fatamorganaINS(et);INS(et);
stud;studs;studINS(s);INS(s);
medicin;medicins;medicinINS(s);INS(s);
nationalsang;nationalsangs;nationalsangINS(s);INS(s);
brand;branden;brandINS(en);INS(en);
afrodisiakum;afrodisiakummet;afrodisiakumINS(m)INS(et);INS(m),INS(et);
storetå;storetæerne;storetDEL(å)INS(æ)INS(e)INS(r)INS(n)INS(e);INS(æ),INS(e),INS(r),INS(n),INS(e);DEL(å)
substans;substanserne;substansINS(erne);INS(erne);
terminologi;terminologis;terminologiINS(s);INS(s);
intranet;intranettet;intranINS(e)INS(t)INS(t)et;INS(e),INS(t),INS(t);
ørken;ørkenenørknen;ørkINS(e)INS(n)INS(e)INS(n)INS(ø)INS(r)INS(k)INS(n)en;INS(e),INS(n),INS(e),INS(n),INS(ø),INS(r),INS(k),INS(n);
sydvest;sydveste;sydvestINS(e);INS(e);
mængdedifferens;mængdedifferenserne;mængdedifferensINS(erne);INS(erne);
nidstirre;nidstirrede;nidstirrINS(e)INS(d)e;INS(e),INS(d);
bidrag;bidraget;bidragINS(et);INS(et);
eventyrer;eventyrer;eventyrer;;
kunstgalleri;kunstgallerierne;kunstgalleriINS(erne);INS(erne);
droge;drogen;drogeINS(n);INS(n);
hovedpine;hovedpines;hovedpineINS(s);INS(s);
indtaste;indtastet;indtasteINS(t);INS(t);
stødtand;stødtænderne;stødtDEL(a)INS(æ)ndINS(erne);INS(æ),INS(erne);DEL(a)
monarki;monarkis;monarkiINS(s);INS(s);
argument;argumenterne;argumentINS(erne);INS(erne);
gemytlighed;gemytligheden;gemytlighedINS(en);INS(en);
horkarl;horkarls;horkarlINS(s);INS(s);
fluesmækker;fluesmækkerne;fluesmækkerINS(n)INS(e);INS(n),INS(e);
bænk;bænks;bænkINS(s);INS(s);
liv;livet;livINS(et);INS(et);
konstruktion;konstruktions;konstruktionINS(s);INS(s);
datere;daterende;daterINS(en)INS(d)e;INS(en),INS(d);
nyttevirkning;nyttevirkningerne;nyttevirkningINS(erne);INS(erne);
gæstebog;gæstebogs;gæstebogINS(s);INS(s);
pornograf;pornograf;pornograf;;
kondolere;kondolere;kondolere;;
plombere;plomberer;plombereINS(r);INS(r);
politimand;politimanden;politimandINS(en);INS(en);
grape;grapes;grapeINS(s);INS(s);
kaptajn;kaptajns;kaptajnINS(s);INS(s);
hvalros;hvalros;hvalros;;
skidt;skidtene;skidtINS(ene);INS(ene);
inspicere;inspiceredes;inspicereINS(d)INS(es);INS(d),INS(es);
askebæger;askebæger;askebæger;;
radio;radioerne;radioINS(erne);INS(erne);
husbåd;husbådene;husbådINS(ene);INS(ene);
loppe;loppes;loppeINS(s);INS(s);
biom;biomerne;biomINS(erne);INS(erne);
sværdfisk;sværdfisk;sværdfisk;;
fagforening;fagforenings;fagforeningINS(s);INS(s);
piberi;piberis;piberiINS(s);INS(s);
afsløre;afslørende;afslørINS(en)INS(d)e;INS(en),INS(d);
montere;monterende;monterINS(en)INS(d)e;INS(en),INS(d);
integrere;integrere;integrere;;
svensker;svenskers;svenskerINS(s);INS(s);
måde;måderne;mådINS(ern)e;INS(ern);
hypotese;hypotese;hypotese;;
forstærkning;forstærkning;forstærkning;;
syre;syren;syreINS(n);INS(n);
fjende;fjenders;fjendeINS(rs);INS(rs);
kurs;kursers;kuINS(r)INS(s)INS(e)rs;INS(r),INS(s),INS(e);
appelsin;appelsinen;appelsiINS(n)INS(e)n;INS(n),INS(e);
lystre;lystredes;lystreINS(d)INS(es);INS(d),INS(es);
kaution;kautioners;kautionINS(ers);INS(ers);
valg;valg;valg;;
dråbe;dråben;dråbeINS(n);INS(n);
