Source;Target;Combined;Inserts;Deletes
ra-hiþtin;bira-hiþtiayî;INS(bi)ra-hiþtiDEL(n)INS(a)INS(y)INS(î);INS(bi),INS(a),INS(y),INS(î);DEL(n)
tevkujî;tevkujîeke;tevkujîINS(eke);INS(eke);
qirr;qirran;qirrINS(an);INS(an);
performans;performansno;performansINS(no);INS(no);
zil;zilno;zilINS(no);INS(no);
muzîsyen;muzîsyenên;muzîsyeINS(n)INS(ê)n;INS(n),INS(ê);
xefnêr;xefnêrinan;xefnêrINS(inan);INS(inan);
cemîl;cemîlinan;cemîlINS(inan);INS(inan);
zelilandin;zelilandinin;zelilandINS(in)in;INS(in);
mormonî;mormonîê;mormonîINS(ê);INS(ê);
dexisîn;nedexisîime;INS(ne)dexisîDEL(n)INS(i)INS(m)INS(e);INS(ne),INS(i),INS(m),INS(e);DEL(n)
bafik;bafikine;bafikINS(ine);INS(ine);
bot;botin;botINS(in);INS(in);
keliþîn;keliþînê;keliþînINS(ê);INS(ê);
tirsandin;netirsandiama;INS(ne)tirsandiDEL(n)INS(a)INS(m)INS(a);INS(ne),INS(a),INS(m),INS(a);DEL(n)
teror;terorê;terorINS(ê);INS(ê);
dada;dadaan;dadaINS(an);INS(an);
îz;îzek;îzINS(ek);INS(ek);
zîraet;zîraetê;zîraetINS(ê);INS(ê);
arêkerdox;arêkerdoxa;arêkerdoxINS(a);INS(a);
dest;dest;dest;;
hekîm;hekîmek;hekîmINS(ek);INS(ek);
çolter;çolterno;çolterINS(no);INS(no);
jiyan;dijîyî;INS(d)INS(i)jDEL(i)DEL(y)DEL(a)DEL(n)INS(î)INS(y)INS(î);INS(d),INS(i),INS(î),INS(y),INS(î);DEL(i),DEL(y),DEL(a),DEL(n)
hîraganayî;hîraganayîên;hîraganayîINS(ên);INS(ên);
konto;kontoinan;kontoINS(inan);INS(inan);
war;warinan;warINS(inan);INS(inan);
serbilindî;serbilindîa;serbilindîINS(a);INS(a);
vihanpito;vihanpitoinan;vihanpitoINS(inan);INS(inan);
hûrêwezîr;hûrêwezîrekî;hûrêwezîrINS(ek)INS(î);INS(ek),INS(î);
zêdegun;zêdeguno;zêdegunINS(o);INS(o);
qidqidandin;qidqidandininan;qidqidandiINS(nin)INS(a)n;INS(nin),INS(a);
riwek;riwekî;riwekINS(î);INS(î);
nikul;nikulno;nikulINS(no);INS(no);
çapxane;çapxanein;çapxaneINS(in);INS(in);
qerisîn;neqerisîbû;INS(ne)qerisîDEL(n)INS(b)INS(û);INS(ne),INS(b),INS(û);DEL(n)
bertîl;bertîlno;bertîlINS(no);INS(no);
sofîtî;sofîtîê;sofîtîINS(ê);INS(ê);
mole;moleno;moleINS(no);INS(no);
solger;solgerin;solgerINS(in);INS(in);
teþqilîn;teþqilînine;teþqilînINS(ine);INS(ine);
koçberî;koçberîno;koçberîINS(no);INS(no);
kirde;kirdeine;kirdINS(e)INS(in)e;INS(e),INS(in);
dang;dangin;dangINS(in);INS(in);
zehfî;zehfîinan;zehfîINS(inan);INS(inan);
ve-qetandin;neve-qetandiba;INS(ne)ve-qetandiDEL(n)INS(b)INS(a);INS(ne),INS(b),INS(a);DEL(n)
lê-gerîn;lê-gerîibû;lê-gerîDEL(n)INS(i)INS(b)INS(û);INS(i),INS(b),INS(û);DEL(n)
dan;nedabûna;INS(ne)daINS(b)INS(û)nINS(a);INS(ne),INS(b),INS(û),INS(a);
gemîgeh;gemîgeh;gemîgeh;;
nik;nikên;nikINS(ên);INS(ên);
îma;îmaan;îmaINS(an);INS(an);
bêxewî;bêxewîê;bêxewîINS(ê);INS(ê);
piþemasî;piþemasîno;piþemasîINS(no);INS(no);
girê-dan;nedigirê-dayî;INS(ne)INS(di)girê-daDEL(n)INS(y)INS(î);INS(ne),INS(di),INS(y),INS(î);DEL(n)
albûm;albûmê;albûmINS(ê);INS(ê);
lîberalîzm;lîberalîzman;lîberalîzmINS(an);INS(an);
hilkêþan;hilkêþanên;hilkêþaINS(n)INS(ê)n;INS(n),INS(ê);
çikîn;çikîme;çikîDEL(n)INS(m)INS(e);INS(m),INS(e);DEL(n)
hinarok;hinarokên;hinarokINS(ên);INS(ên);
cawîdanî;cawîdanîan;cawîdanîINS(an);INS(an);
awir;awirê;awirINS(ê);INS(ê);
çewtî;çewtîê;çewtîINS(ê);INS(ê);
serkantiya giþtî;serkantiya giþtîno;serkantiya giþtîINS(no);INS(no);
senarîst;senarîstinan;senarîstINS(inan);INS(inan);
dozgêrr;dozgêrr;dozgêrr;;
barandin;dibarînin;INS(d)INS(i)barDEL(a)INS(î)nDEL(d)in;INS(d),INS(i),INS(î);DEL(a),DEL(d)
mekteb;mektebek;mektebINS(ek);INS(ek);
tevþo;tevþoan;tevþoINS(an);INS(an);
derpî;derpîî;derpîINS(î);INS(î);
pêncoke;pêncokeo;pêncokeINS(o);INS(o);
Îmad;Îmadî;ÎmadINS(î);INS(î);
pêþdibistan;pêþdibistanno;pêþdibistanINS(no);INS(no);
stû;stûê;stûINS(ê);INS(ê);
raker;rakerinan;rakerINS(inan);INS(inan);
sîlo;sîloan;sîloINS(an);INS(an);
destve-înan;nedestve-înaibam;INS(ne)destve-înaDEL(n)INS(i)INS(b)INS(a)INS(m);INS(ne),INS(i),INS(b),INS(a),INS(m);DEL(n)
rêze;rêzean;rêzeINS(an);INS(an);
akîle û makîle;akîle û makîleeke;akîle û makîlINS(e)INS(ek)e;INS(e),INS(ek);
ximþ;ximþ;ximþ;;
behs kirin;dibehs kim;INS(d)INS(i)behs kiDEL(r)DEL(in)INS(m);INS(d),INS(i),INS(m);DEL(r),DEL(in)
veqetandin;veqetandinno;veqetandinINS(no);INS(no);
kurdayetî;kurdayetîine;kurdayetîINS(ine);INS(ine);
mûçinkê nînokan;mûçinkê nînokanan;mûçinkê nînokINS(an)an;INS(an);
komî;komîek;komîINS(ek);INS(ek);
sitar;sitarek;sitarINS(ek);INS(ek);
heliyan;biheliyaya;INS(bi)heliINS(y)INS(a)yaDEL(n);INS(bi),INS(y),INS(a);DEL(n)
anakonda;anakondaî;anakondaINS(î);INS(î);
lîmonada;lîmonadaa;lîmonadaINS(a);INS(a);
cedwel;cedwela;cedwelINS(a);INS(a);
dilqayimî;dilqayimîine;dilqayimîINS(ine);INS(ine);
xar;xareke;xarINS(eke);INS(eke);
zindan;zindanê;zindanINS(ê);INS(ê);
serokkomar;serokkomarinan;serokkomarINS(inan);INS(inan);
pevçûn;pevçûnê;pevçûnINS(ê);INS(ê);
qarîn;qarînên;qarîINS(n)INS(ê)n;INS(n),INS(ê);
lobandin;lobandinê;lobandinINS(ê);INS(ê);
bîm;bîmên;bîmINS(ên);INS(ên);
mast;mastno;mastINS(no);INS(no);
fînans;fînansine;fînansINS(ine);INS(ine);
revî;revî;revî;;
Çad;Çadeke;ÇadINS(eke);INS(eke);
tûtin;tûtininan;tûtiINS(nin)INS(a)n;INS(nin),INS(a);
bûsî;bûsîin;bûsîINS(in);INS(in);
xas;xasinan;xasINS(inan);INS(inan);
kon;konin;koINS(n)INS(i)n;INS(n),INS(i);
lamerkeziyet;lamerkeziyetê;lamerkeziyetINS(ê);INS(ê);
bijiqandin;nebijiqandin;INS(ne)bijiqandin;INS(ne);
giriyan;giriyan;giriyan;;
nod;nodan;nodINS(an);INS(an);
tiwalet;tiwaletan;tiwaletINS(an);INS(an);
diktatorî;diktatorîno;diktatorîINS(no);INS(no);
fisîn;fisîninan;fisîINS(nin)INS(a)n;INS(nin),INS(a);
seza;sezainan;sezaINS(inan);INS(inan);
kavil;kavilên;kavilINS(ên);INS(ên);
wer-gerandin;biwer-gerandiama;INS(bi)wer-gerandiDEL(n)INS(a)INS(m)INS(a);INS(bi),INS(a),INS(m),INS(a);DEL(n)
hengam;hengamên;hengamINS(ên);INS(ên);
ra-hiþtin;nera-hiþn;INS(ne)ra-hiþDEL(t)DEL(i)n;INS(ne);DEL(t),DEL(i)
misade;misadeê;misadeINS(ê);INS(ê);
palandin;palandinin;palandINS(in)in;INS(in);
kelîn;kelînno;kelînINS(no);INS(no);
tehlike;tehlikeên;tehlikeINS(ên);INS(ên);
teknokrat;teknokrato;teknokratINS(o);INS(o);
zengû;zengû;zengû;;
serad;seradan;seradINS(an);INS(an);
newroz;newrozin;newrozINS(in);INS(in);
desen;desenine;desenINS(ine);INS(ine);
kort;kortno;kortINS(no);INS(no);
kengir;kengirên;kengirINS(ên);INS(ên);
berêkane;berêkanea;berêkaneINS(a);INS(a);
pezê sîs;pezê sîsek;pezê sîsINS(ek);INS(ek);
axêver;axêverno;axêverINS(no);INS(no);
katalanî;katalanî;katalanî;;
xuh;xuhno;xuhINS(no);INS(no);
lewerandin;lewerandineke;lewerandinINS(eke);INS(eke);
marîfet;marîfetek;marîfetINS(ek);INS(ek);
liqandin;nediliqandin;INS(ne)INS(di)liqandin;INS(ne),INS(di);
zivirîn;dizivirîn;INS(d)INS(i)zivirîn;INS(d),INS(i);
dost;dostê;dostINS(ê);INS(ê);
xelasî;xelasîine;xelasîINS(ine);INS(ine);
der-xistin;bider-xe;INS(bi)der-xDEL(i)DEL(stin)INS(e);INS(bi),INS(e);DEL(i),DEL(stin)
laq;laqek;laqINS(ek);INS(ek);
Îtalya;Îtalyano;ÎtalyaINS(no);INS(no);
dans;dansno;dansINS(no);INS(no);
pêhesînek;pêhesînekin;pêhesînekINS(in);INS(in);
deryavanî;deryavanîekî;deryavanINS(î)INS(e)INS(k)î;INS(î),INS(e),INS(k);
espar;esparan;esparINS(an);INS(an);
behecandin;behecandinên;behecandiINS(n)INS(ê)n;INS(n),INS(ê);
fezl;fezlek;fezlINS(ek);INS(ek);
xulametî;xulametîeke;xulametîINS(eke);INS(eke);
kêþan;dikêþam;INS(d)INS(i)kêþaDEL(n)INS(m);INS(d),INS(i),INS(m);DEL(n)
munasebet;munasebetek;munasebetINS(ek);INS(ek);
miwazene;miwazeneno;miwazeneINS(no);INS(no);
þirînmeh;þirînmeheke;þirînmehINS(eke);INS(eke);
ve-maltin;neve-malti;INS(ne)ve-maltiDEL(n);INS(ne);DEL(n)
cixarekêþ;cixarekêþno;cixarekêþINS(no);INS(no);
kurdîpeyiv;kurdîpeyivek;kurdîpeyivINS(ek);INS(ek);
pirsîn;pirsînê;pirsînINS(ê);INS(ê);
gildik;gildikno;gildikINS(no);INS(no);
torin;torino;torinINS(o);INS(o);
cîhangir;cîhangirekî;cîhangirINS(ek)INS(î);INS(ek),INS(î);
pelik;pelikî;pelikINS(î);INS(î);
stuvank;stuvankno;stuvankINS(no);INS(no);
liqandin;diliqînim;INS(d)INS(i)liqDEL(a)DEL(ndi)INS(î)nINS(i)INS(m);INS(d),INS(i),INS(î),INS(i),INS(m);DEL(a),DEL(ndi)
derî;derîên;derîINS(ên);INS(ên);
lale;laleên;laleINS(ên);INS(ên);
tendûr;tendûrên;tendûrINS(ên);INS(ên);
mudîr;mudîrê;mudîrINS(ê);INS(ê);
bêdadî;bêdadîek;bêdadîINS(ek);INS(ek);
himet;himet;himet;;
kevlan;kevlanê;kevlanINS(ê);INS(ê);
boç;boçên;boçINS(ên);INS(ên);
çaydan;çaydana;çaydanINS(a);INS(a);
zafer;zaferek;zaferINS(ek);INS(ek);
sam;saminan;samINS(inan);INS(inan);
pirtî;pirtîin;pirtîINS(in);INS(in);
samagri;samagrî;samagrDEL(i)INS(î);INS(î);DEL(i)
keveþk;keveþkine;keveþkINS(ine);INS(ine);
haþa;haþaê;haþaINS(ê);INS(ê);
gurûh;gurûhine;gurûhINS(ine);INS(ine);
afirmend;afirmendinan;afirmendINS(inan);INS(inan);
misyoner;misyonerî;misyonerINS(î);INS(î);
niþter;niþterno;niþterINS(no);INS(no);
hil-kutan;hil-kutaibûyî;hil-kutaDEL(n)INS(i)INS(b)INS(û)INS(y)INS(î);INS(i),INS(b),INS(û),INS(y),INS(î);DEL(n)
nazî;nazîeke;nazîINS(eke);INS(eke);
þepîlk;þepîlk;þepîlk;;
avce;avceeke;avcINS(e)INS(ek)e;INS(e),INS(ek);
kutan;kutanek;kutanINS(ek);INS(ek);
borîn;borîneke;borînINS(eke);INS(eke);
dûjeh;dûjehê;dûjehINS(ê);INS(ê);
gund;gundin;gundINS(in);INS(in);
ajanda;ajandain;ajandaINS(in);INS(in);
êlax;êlax;êlax;;
þehîn;þehînek;þehînINS(ek);INS(ek);
rêze;rêzeo;rêzeINS(o);INS(o);
pelamar;pelamarno;pelamarINS(no);INS(no);
kodika çokê;kodika çokê;kodika çokê;;
birg;birgek;birgINS(ek);INS(ek);
danû;danûin;danûINS(in);INS(in);
êþewî;êþewîno;êþewîINS(no);INS(no);
þorbeþîr;þorbeþîrinan;þorbeþîrINS(inan);INS(inan);
cimhûriyet;cimhûriyetinan;cimhûriyetINS(inan);INS(inan);
enfeksiyon;enfeksiyonno;enfeksiyonINS(no);INS(no);
mînîbûs;mînîbûsinan;mînîbûsINS(inan);INS(inan);
fotograf;fotografek;fotografINS(ek);INS(ek);
tefþ;tefþên;tefþINS(ên);INS(ên);
afrîkansî;afrîkansîên;afrîkansîINS(ên);INS(ên);
cihêz;cihêzinan;cihêzINS(inan);INS(inan);
zêrrname;zêrrnameê;zêrrnameINS(ê);INS(ê);
têkoþer;têkoþerinan;têkoþerINS(inan);INS(inan);
hembêz hesret;hembêz hesretek;hembêz hesretINS(ek);INS(ek);
lap;lap;lap;;
qeliþîn;qeliþînan;qeliþîINS(n)INS(a)n;INS(n),INS(a);
qûrç;qûrçek;qûrçINS(ek);INS(ek);
dal;dalan;dalINS(an);INS(an);
sarasen;sarasenî;sarasenINS(î);INS(î);
zendîq;zendîq;zendîq;;
sekreter;sekreterên;sekreterINS(ên);INS(ên);
erûs;erûsno;erûsINS(no);INS(no);
lawik;lawikine;lawikINS(ine);INS(ine);
tarîtî;tarîtîine;tarîtîINS(ine);INS(ine);
lîlandin;bilîlandibûna;INS(bi)lîlandiINS(b)INS(û)nINS(a);INS(bi),INS(b),INS(û),INS(a);
hesibandin;nedihesibandim;INS(ne)INS(di)hesibandiDEL(n)INS(m);INS(ne),INS(di),INS(m);DEL(n)
mêwe;mêwea;mêweINS(a);INS(a);
deyndar;deyndarek;deyndarINS(ek);INS(ek);
ve-xistin;dive-xistin;INS(d)INS(i)ve-xistin;INS(d),INS(i);
mehlî;mehlîek;mehlîINS(ek);INS(ek);
awayê pêveberî;awayê pêveberîa;awayê pêveberîINS(a);INS(a);
fînal;fînala;fînalINS(a);INS(a);
kulmoz;kulmozinan;kulmozINS(inan);INS(inan);
nesl;nesl;nesl;;
vezel;vezelinan;vezelINS(inan);INS(inan);
wesle;wesleek;wesleINS(ek);INS(ek);
hekê;hekê;hekê;;
bi dest xistin;bi dest xistinno;bi dest xistinINS(no);INS(no);
dehlûdirr;dehlûdirrinan;dehlûdirrINS(inan);INS(inan);
serkurrker;serkurrkero;serkurrkerINS(o);INS(o);
rejîsor;rejîsorekî;rejîsorINS(ek)INS(î);INS(ek),INS(î);
yekîneyên leþkerî;yekîneyên leþkerîeke;yekîneyên leþkerîINS(eke);INS(eke);
wewre;wewreinan;wewreINS(inan);INS(inan);
naqos;naqos;naqos;;
taþîner;taþînerek;taþînerINS(ek);INS(ek);
komkujî;komkujîno;komkujîINS(no);INS(no);
behs kirin;nabehs kim;INS(n)INS(a)behs kiDEL(r)DEL(in)INS(m);INS(n),INS(a),INS(m);DEL(r),DEL(in)
kuliyet;kuliyeta;kuliyetINS(a);INS(a);
ra-girtin;nera-girm;INS(ne)ra-girDEL(t)DEL(in)INS(m);INS(ne),INS(m);DEL(t),DEL(in)
qehirîn;qehirîneke;qehirînINS(eke);INS(eke);
sebete;sebete;sebete;;
ahenga deman;ahenga demana;ahenga demanINS(a);INS(a);
qelizandin;diqelizînim;INS(d)INS(i)qelizDEL(a)DEL(ndi)INS(î)nINS(i)INS(m);INS(d),INS(i),INS(î),INS(i),INS(m);DEL(a),DEL(ndi)
berayik;berayiko;berayikINS(o);INS(o);
darav;daravê;daravINS(ê);INS(ê);
cîhêlkirin;cîhêlkirinê;cîhêlkirinINS(ê);INS(ê);
lixwekirin;lixwekirinê;lixwekirinINS(ê);INS(ê);
nizafe;nizafean;nizafeINS(an);INS(an);
boa;boainan;boaINS(inan);INS(inan);
zimanên îranî;zimanên îranîinan;zimanên îranîINS(inan);INS(inan);
hîvî;hîvîine;hîvîINS(ine);INS(ine);
mêkut;mêkutê;mêkutINS(ê);INS(ê);
gerîla;gerîlaa;gerîlaINS(a);INS(a);
xuþîn;xuþînno;xuþînINS(no);INS(no);
xwendayî;xwendayîa;xwendayîINS(a);INS(a);
pekandinhil-qedimîn;nepekandinhil-qedimîiûna;INS(ne)pekandinhil-qedimîINS(i)INS(û)nINS(a);INS(ne),INS(i),INS(û),INS(a);
terwende : berê nû;terwende : berê nûa;terwende : berê nûINS(a);INS(a);
yekdengî;yekdengîê;yekdengîINS(ê);INS(ê);
ra-bûn;ra-bûnê;ra-bûnINS(ê);INS(ê);
tebab;tebaba;tebabINS(a);INS(a);
þanzdederb;þanzdederban;þanzdederbINS(an);INS(an);
masûlkên çav;masûlkên çav;masûlkên çav;;
vîdyo;vîdyoê;vîdyoINS(ê);INS(ê);
kurm;kurmên;kurmINS(ên);INS(ên);
zeaf;zeaf;zeaf;;
dek;dekan;dekINS(an);INS(an);
þeftalî;þeftalîa;þeftalîINS(a);INS(a);
pido;pidoî;pidoINS(î);INS(î);
mîzkêþ;mîzkêþno;mîzkêþINS(no);INS(no);
gevîzk;gevîzk;gevîzk;;
rêbaznas;rêbaznasno;rêbaznasINS(no);INS(no);
fortek;fortekî;fortekINS(î);INS(î);
qetan;neqetaibûyî;INS(ne)qetaDEL(n)INS(i)INS(b)INS(û)INS(y)INS(î);INS(ne),INS(i),INS(b),INS(û),INS(y),INS(î);DEL(n)
rehîm;rehîmo;rehîmINS(o);INS(o);
rimê mazor;rimê mazor;rimê mazor;;
dotxal;dotxaleke;dotxalINS(eke);INS(eke);
mêwe;mêweê;mêweINS(ê);INS(ê);
rijiyan;nerijiyaayî;INS(ne)rijiyaDEL(n)INS(a)INS(y)INS(î);INS(ne),INS(a),INS(y),INS(î);DEL(n)
bawername;bawernamein;bawernameINS(in);INS(in);
pejir;pejirek;pejirINS(ek);INS(ek);
atación;ataciónekî;ataciónINS(ek)INS(î);INS(ek),INS(î);
þeþxane;þeþxaneine;þeþxaINS(n)INS(e)INS(i)ne;INS(n),INS(e),INS(i);
rojava;rojavaê;rojavaINS(ê);INS(ê);
nifûz;nifûzek;nifûzINS(ek);INS(ek);
qarîn;biqarîayî;INS(bi)qarINS(î)INS(a)INS(y)îDEL(n);INS(bi),INS(î),INS(a),INS(y);DEL(n)
binas;binasine;binasINS(ine);INS(ine);
albûm;albûmek;albûmINS(ek);INS(ek);
kapek;kapeka;kapekINS(a);INS(a);
bîjîtî;bîjîtîek;bîjîtîINS(ek);INS(ek);
hewd;hewda;hewdINS(a);INS(a);
herikîn;biherikîana;INS(bi)herikîINS(a)nINS(a);INS(bi),INS(a),INS(a);
mizgînî;mizgînîine;mizgînîINS(ine);INS(ine);
binkeyên deryayî;binkeyên deryayîa;binkeyên deryayîINS(a);INS(a);
hevrê;hevrê;hevrê;;
kînyariwandayî;kînyariwandayîan;kînyariwandayîINS(an);INS(an);
peyamber;peyamberek;peyamberINS(ek);INS(ek);
webal;webalin;webalINS(in);INS(in);
pêxew;pêxewê;pêxewINS(ê);INS(ê);
hil-kutan;nehil-kutin;INS(ne)hil-kutDEL(a)INS(i)n;INS(ne),INS(i);DEL(a)
eyisandin;eyisandinek;eyisandinINS(ek);INS(ek);
berheste yan arbeþk (ji hesin);berheste yan arbeþk ;berheste yan arbeþk DEL(()DEL(j)DEL(i)DEL( )DEL(h)DEL(e)DEL(s)DEL(i)DEL(n)DEL());;DEL((),DEL(j),DEL(i),DEL( ),DEL(h),DEL(e),DEL(s),DEL(i),DEL(n),DEL())
îdianame;îdianameinan;îdianameINS(inan);INS(inan);
nerît;nerîta;nerîtINS(a);INS(a);
goþkar;goþkara;goþkarINS(a);INS(a);
piþemasî;piþemasîin;piþemasîINS(in);INS(in);
tenzîm;tenzîm;tenzîm;;
rêk-xistin;nerêk-xistima;INS(ne)rêk-xistiDEL(n)INS(m)INS(a);INS(ne),INS(m),INS(a);DEL(n)
rûnê biharê;rûnê biharêa;rûnê biharêINS(a);INS(a);
nifîn;nifîna;nifînINS(a);INS(a);
hebûn;dihebûyî;INS(d)INS(i)hebûDEL(n)INS(y)INS(î);INS(d),INS(i),INS(y),INS(î);DEL(n)
melhem;melhemno;melhemINS(no);INS(no);
sengînî;sengînîeke;sengînîINS(eke);INS(eke);
xûy;xûya;xûyINS(a);INS(a);
tirsandin;tirsandininan;tirsandiINS(nin)INS(a)n;INS(nin),INS(a);
dîtane;dîtaneeke;dîtanINS(e)INS(ek)e;INS(e),INS(ek);
penêrê pûngê;penêrê pûngê;penêrê pûngê;;
oralet;oraleta;oraletINS(a);INS(a);
alkoz;alkozin;alkozINS(in);INS(in);
bûra;bûraê;bûraINS(ê);INS(ê);
hevcih;hevcihekî;hevcihINS(ek)INS(î);INS(ek),INS(î);
nivîsîn;dinivîsin;INS(d)INS(i)nivîsDEL(î)INS(i)n;INS(d),INS(i),INS(i);DEL(î)
kelmêþ;kelmêþinan;kelmêþINS(inan);INS(inan);
çam;çamê;çamINS(ê);INS(ê);
fotik;fotikên;fotikINS(ên);INS(ên);
dûvik;dûvik;dûvik;;
tê-kirin;tê-kiribûn;tê-kiriINS(b)INS(û)n;INS(b),INS(û);
gefname;gefnameine;gefnamINS(e)INS(in)e;INS(e),INS(in);
miqayese;miqayeseên;miqayeseINS(ên);INS(ên);
tora çav;tora çava;tora çavINS(a);INS(a);
tebek;tebekek;tebINS(ek)ek;INS(ek);
paxir;paxiran;paxirINS(an);INS(an);
hinerwer;hinerweran;hinerwerINS(an);INS(an);
plakard;plakardek;plakardINS(ek);INS(ek);
îþ;îþ;îþ;;
piyarî;piyarîine;piyarîINS(ine);INS(ine);
rayda;rayda;rayda;;
bêkulek;bêkuleka;bêkulekINS(a);INS(a);
palerîn;palerînekî;palerînINS(ek)INS(î);INS(ek),INS(î);
kelemkot;kelemkotekî;kelemkotINS(ek)INS(î);INS(ek),INS(î);
tawis;tawisên;tawisINS(ên);INS(ên);
kinaye;kinaye;kinaye;;
transport;transporta;transportINS(a);INS(a);
ewtîn;neewtîibayî;INS(ne)ewtINS(î)INS(i)INS(b)INS(a)INS(y)îDEL(n);INS(ne),INS(î),INS(i),INS(b),INS(a),INS(y);DEL(n)
rêçik;rêçikinan;rêçikINS(inan);INS(inan);
hawirdor;hawirdora;hawirdorINS(a);INS(a);
xiþikîn;nexiþikyî;INS(ne)xiþikINS(y)îDEL(n);INS(ne),INS(y);DEL(n)
temirîn;natemir;INS(n)INS(a)temirDEL(î)DEL(n);INS(n),INS(a);DEL(î),DEL(n)
navandin;navandinin;navandINS(in)in;INS(in);
rewiþt;rewiþtê;rewiþtINS(ê);INS(ê);
texe;texeê;texeINS(ê);INS(ê);
kurdîzan;kurdîzanek;kurdîzanINS(ek);INS(ek);
cixirandin;cixirandinine;cixirandinINS(ine);INS(ine);
tanq;tanqine;tanqINS(ine);INS(ine);
nasnav;nasnavo;nasnavINS(o);INS(o);
weledzina;weledzinaa;weledzinaINS(a);INS(a);
qupik;qupika;qupikINS(a);INS(a);
gef û gurr;gef û gurrno;gef û gurrINS(no);INS(no);
lutf;lutf;lutf;;
firingî;firingîine;firingîINS(ine);INS(ine);
guhastin;guhastinî;guhastinINS(î);INS(î);
sebat;sebatê;sebatINS(ê);INS(ê);
berpayiz;berpayizên;berpayizINS(ên);INS(ên);
mûsawîtî;mûsawîtîan;mûsawîtîINS(an);INS(an);
diranê kursî;diranê kursîan;diranê kursîINS(an);INS(an);
tecwîd;tecwîdan;tecwîdINS(an);INS(an);
boç;boçno;boçINS(no);INS(no);
giriyan;negiriyaibûna;INS(ne)giriyaINS(i)INS(b)INS(û)nINS(a);INS(ne),INS(i),INS(b),INS(û),INS(a);
þalgerdan;þalgerdaninan;þalgerdINS(a)INS(n)INS(i)INS(n)an;INS(a),INS(n),INS(i),INS(n);
têþtxwer;têþtxwerekî;têþtxwerINS(ek)INS(î);INS(ek),INS(î);
qeþmerî;qeþmerîek;qeþmerîINS(ek);INS(ek);
hemawî;hemawîek;hemawîINS(ek);INS(ek);
qereçî;qereçîo;qereçîINS(o);INS(o);
çeprew;çeprewî;çeprewINS(î);INS(î);
çavî;çavîno;çavîINS(no);INS(no);
þîzofrenî;þîzofrenîa;þîzofrenîINS(a);INS(a);
êm;êman;êmINS(an);INS(an);
pê-xistin;nepê-xisti;INS(ne)pê-xistiDEL(n);INS(ne);DEL(n)
aborî;aborîin;aborîINS(in);INS(in);
gamasî;gamasîekî;gamasINS(î)INS(e)INS(k)î;INS(î),INS(e),INS(k);
fuze;fuzean;fuzeINS(an);INS(an);
guncandin;guncandinno;guncandinINS(no);INS(no);
serokþaryar;serokþaryaro;serokþaryarINS(o);INS(o);
veteran;veteranê;veteranINS(ê);INS(ê);
derfend;derfendinan;derfendINS(inan);INS(inan);
koþkar;koþkarê;koþkarINS(ê);INS(ê);
reform;reformeke;reformINS(eke);INS(eke);
nimûne;nimûneno;nimûneINS(no);INS(no);
cang;cangno;cangINS(no);INS(no);
navnîþ;navnîþê;navnîþINS(ê);INS(ê);
jêrxane;jêrxaneno;jêrxaneINS(no);INS(no);
azîl;azîleke;azîlINS(eke);INS(eke);
simît;simîtin;simîtINS(in);INS(in);
suç;suçinan;suçINS(inan);INS(inan);
awayê pêveberî;awayê pêveberîan;awayê pêveberîINS(an);INS(an);
gurîs;gurîsek;gurîsINS(ek);INS(ek);
danizilîn;danizilîneke;danizilînINS(eke);INS(eke);
mehîna bozê sîse sayî;mehîna bozê sîse sayîan;mehîna bozê sîse sayîINS(an);INS(an);
ofîn;ofîninan;ofîINS(nin)INS(a)n;INS(nin),INS(a);
sinet;sinetên;sinetINS(ên);INS(ên);
civîn;necivî;INS(ne)civîDEL(n);INS(ne);DEL(n)
sînûsa eniyê;sînûsa eniyêo;sînûsa eniyêINS(o);INS(o);
qîzxal;qîzxalinan;qîzxalINS(inan);INS(inan);
pizrûk;pizrûkin;pizrûkINS(in);INS(in);
serrad;serradek;serradINS(ek);INS(ek);
rutbe;rutbeekî;rutbeINS(ek)INS(î);INS(ek),INS(î);
maêf penaberiyê;maêf penaberiyêan;maêf penaberiyêINS(an);INS(an);
þamik;þamikê;þamikINS(ê);INS(ê);
rêzefilm;rêzefilm;rêzefilm;;
sefer;seferinan;seferINS(inan);INS(inan);
lawur;lawurine;lawurINS(ine);INS(ine);
tewafiq;tewafiqine;tewafiqINS(ine);INS(ine);
hilû;hilûo;hilûINS(o);INS(o);
kulindir;kulindirekî;kulindirINS(ek)INS(î);INS(ek),INS(î);
hecac;hecacek;hecacINS(ek);INS(ek);
peyivîn;bipeyivîa;INS(bi)peyivîDEL(n)INS(a);INS(bi),INS(a);DEL(n)
þiwît;þiwîtek;þiwîtINS(ek);INS(ek);
erdhejî;erdhejîinan;erdhejîINS(inan);INS(inan);
hemze;hemzeek;hemzeINS(ek);INS(ek);
qefilandin;biqefilandia;INS(bi)qefilandiDEL(n)INS(a);INS(bi),INS(a);DEL(n)
akadî;akadîek;akadîINS(ek);INS(ek);
zêrrname;zêrrnameine;zêrrnamINS(e)INS(in)e;INS(e),INS(in);
girîzgeh;girîzgehin;girîzgehINS(in);INS(in);
sazmankar;sazmankarine;sazmankarINS(ine);INS(ine);
qocik;qocikinan;qocikINS(inan);INS(inan);
þorreþ;þorreþ;þorreþ;;
samahán;samahánî;samahánINS(î);INS(î);
wesîle;wesîle;wesîle;;
pîvan;pîvan;pîvan;;
